quote,tags
"I have come to accept the feeling of not knowing where I am going. And I have trained myself to love it. Because it is only when we are suspended in mid-air with no landing in sight, that we force our wings to unravel and alas begin our flight. And as we fly, we still may not know where we are going to. But the miracle is in the unfolding of the wings. You may not know where you're going, but you know that so long as you spread your wings, the winds will carry you.",belief;direction;faith;flight;flying;flying-spirit;hope;inspirational;inspirational-life;inspirational-quotes;life;life-and-living;living;trust;uplifting;winds;winds-of-life;wings
"When people don't express themselves, they die one piece at a time.",death;inspirational;voice
"The only way that we can live, is if we grow. The only way that we can grow is if we change. The only way that we can change is if we learn. The only way we can learn is if we are exposed. And the only way that we can become exposed is if we throw ourselves out into the open. Do it. Throw yourself.",change;growth;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;life-and-living;life-lessons
The worst part of success is trying to find someone who is happy for you.,friendship;happiness;humor;inspirational;jealousy;success
"There are some things you can't share without ending up liking each other, and knocking out a twelve-foot mountain troll is one of them.",awesome;friendship;inspirational
"You should never be surprised when someone treats you with respect, you should expect it.",inspirational
"She seems so cool, so focused, so quiet, yet her eyes remain fixed upon the horizon. You think you know all there is to know about her immediately upon meeting her, but everything you think you know is wrong. Passion flows through her like a river of blood",inspirational;poetry
"No matter what he does, every person on earth plays a central role in the history of the world. And normally he doesn't know it.",inspirational
"There was another life that I might have had, but I am having this one.",inspirational;missed-chances
What's the good of living if you don't try a few things?,cartoonist;humor;inspirational
Nothing in the world is ever completely wrong. Even a stopped clock is right twice a day.,inspirational;motivation
Start each day with a positive thought and a grateful heart.,gratitude;heart;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;thoughts
"Lack of direction, not lack of time, is the problem. We all have twenty-four hour days.",attention;direction;focus;inspirational;motivational
"If people refuse to look at you in a new light and they can only see you for what you were, only see you for the mistakes you've made, if they don't realize that you are not your mistakes, then they have to go.",change;growth;inspirational;letting-go;life;mistakes
"Treat everyone with politeness and kindness, not because they are nice, but because you are.",inspiration;inspirational;inspirational-quotes;kind;kindness;life;life-quotes;living-life
Be brave to stand for what you believe in even if you stand alone.,belief;beliefs;believe;courage;courage-quotes;inspiration;inspirational;inspirational-quotes;inspire;inspiring;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
"Success is not how high you have climbed, but how you make a positive difference to the world.",inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leader;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;success
Try a little harder to be a little better.,inspirational
"If you think you are too small to make a difference, try sleeping with a mosquito.",inspirational
Reputation is what other people know about you. Honor is what you know about yourself.,inspirational;sci-fi;vorkosigan
"Everything can be taken from a man but one thing: the last of the human freedoms—to choose one’s attitude in any given set of circumstances, to choose one’s own way.",inspirational;motivational
Do not fear failure but rather fear not trying.,failure;fearless;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quote;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-philosophy;life-quotes;living;motivation;motivational;never-give-up;optimism;optimistic;persistence;positive;positive-affirmation;positive-life;positive-thinking;trying
"The purpose of life is to live it, to taste experience to the utmost, to reach out eagerly and without fear for newer and richer experience.",adventure;carpe-diem;enjoy-life;experience;inspirational;life;live-in-the-moment;purpose-of-life
"Even if you cannot change all the people around you, you can change the people you choose to be around. Life is too short to waste your time on people who don’t respect, appreciate, and value you. Spend your life with people who make you smile, laugh, and feel loved.",appreciate;change;happiness;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;laugh;life;life-and-living;life-lessons;life-quotes;living;love;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;relationship;respect;smile;value
